pr_1,pr_2,pr_3,pr_4,pr_5,pr_6,pr_7,pr_8,pr_9,pr_10,pr_11,pr_12,pr_13,pr_14,pr_15,pr_16,pr_17,pr_18,pr_19,pr_20,pr_21,pr_22,pr_23,pr_24,pr_25,pr_26,pr_27,pr_28,pr_29,pr_30,pr_31,pr_32
20316781.062,NaN,NaN,22776055.334,NaN,NaN,19892571.565,20117282.368,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19489090.431,NaN,NaN,NaN,NaN,NaN,22323892.058,NaN,NaN,22887036.206,NaN,NaN
20316372.491,NaN,NaN,22776762.931,NaN,NaN,19892334.547,20117816.703,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19489128.023,NaN,NaN,NaN,NaN,NaN,22324636.057,NaN,NaN,22886554.41,NaN,NaN
20315962.826,NaN,NaN,22777471.297,NaN,NaN,19892097.477,20118359.688,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19489164.769,NaN,NaN,NaN,NaN,NaN,22325379.2,NaN,NaN,22886073.66,NaN,NaN
20315556.122,NaN,NaN,22778177.983,NaN,NaN,19891860.743,20118892.238,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19489202.632,NaN,NaN,NaN,NaN,NaN,22326123.923,NaN,NaN,22885596.087,NaN,NaN
20315149.105,NaN,NaN,22778883.29,NaN,NaN,19891623.665,20119432.401,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19489237.96,NaN,NaN,NaN,NaN,NaN,22326866.688,NaN,NaN,22885116.612,NaN,NaN
20314740.342,NaN,NaN,22779588.824,NaN,NaN,19891387.101,20119972.943,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19489275.813,NaN,NaN,NaN,NaN,NaN,22327611.402,NaN,NaN,22884647.489,NaN,NaN
20314336.313,NaN,NaN,22780293.686,NaN,NaN,19891150.306,20120509.803,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19489320.595,NaN,NaN,NaN,NaN,NaN,22328353.97,NaN,NaN,22884175.247,NaN,NaN
20313932.131,NaN,NaN,22780998.618,NaN,NaN,19890913.855,20121051.611,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19489356.992,NaN,NaN,NaN,NaN,NaN,22329096.629,NaN,NaN,22883702.219,NaN,NaN
20313528.608,NaN,NaN,NaN,NaN,NaN,19890677.523,20121589.741,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19489391.36,NaN,NaN,NaN,NaN,NaN,22329840.436,NaN,NaN,22883222.36,NaN,NaN
20313124.072,NaN,NaN,NaN,NaN,NaN,19890441.159,20122126.488,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19489432.739,NaN,NaN,NaN,NaN,NaN,22330584.02,NaN,NaN,22882755.035,NaN,NaN
20312716.841,NaN,NaN,NaN,NaN,NaN,19890205.232,20122661.673,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19489473.232,NaN,NaN,NaN,NaN,NaN,22331328.499,NaN,NaN,22882279.63,NaN,NaN
20312316.616,NaN,NaN,NaN,NaN,NaN,19889969.183,20123195.745,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19489507.491,NaN,NaN,NaN,NaN,NaN,22332073.348,NaN,NaN,22881804.024,NaN,NaN
20311910.99,NaN,NaN,NaN,NaN,NaN,19889734.753,20123740.567,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19489543.997,NaN,NaN,NaN,NaN,NaN,22332817.727,NaN,NaN,22881327.062,NaN,NaN
20311510.699,NaN,NaN,NaN,NaN,NaN,19889497.683,20124277.969,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19489582.379,NaN,NaN,NaN,NaN,NaN,22333560.15,NaN,NaN,22880853.947,NaN,NaN
20311100.58,NaN,NaN,NaN,NaN,NaN,19889259.234,20124815.221,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19489624.617,NaN,NaN,NaN,NaN,NaN,22334301.776,NaN,NaN,22880380.509,NaN,NaN
20310696.472,NaN,NaN,NaN,NaN,NaN,19889019.298,20125351.859,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19489662.096,NaN,NaN,NaN,NaN,NaN,22335041.155,NaN,NaN,22879906.828,NaN,NaN
20310290.58,NaN,NaN,NaN,NaN,NaN,19888787.232,20125888.51,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19489700.936,NaN,NaN,NaN,NaN,NaN,22335781.118,NaN,NaN,22879438.246,NaN,NaN
20309890.852,NaN,NaN,NaN,NaN,NaN,19888548.993,20126425.026,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19489743.357,NaN,NaN,NaN,NaN,NaN,22336521.029,NaN,NaN,22878956.354,NaN,NaN
20309489.192,NaN,NaN,NaN,NaN,NaN,19888312.198,20126960.403,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19489782.72,NaN,NaN,NaN,NaN,NaN,22337254.745,NaN,NaN,22878481.468,NaN,NaN
20309086.851,NaN,NaN,NaN,NaN,NaN,19888075.625,20127494.768,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19489823.811,NaN,NaN,NaN,NaN,NaN,22337987.087,NaN,NaN,22878011.751,NaN,NaN
20308687.917,NaN,NaN,NaN,NaN,NaN,19887837.042,20128026.55,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19489861.478,NaN,NaN,NaN,NaN,NaN,22338723.539,NaN,NaN,22877542.786,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,19887601.167,20128561.644,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19489903.72,NaN,NaN,NaN,NaN,NaN,22339459.881,NaN,NaN,NaN,NaN,NaN
20307885.059,NaN,NaN,NaN,NaN,NaN,19887365.148,20129094.695,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19489942.338,NaN,NaN,NaN,NaN,NaN,22340196.215,NaN,NaN,NaN,NaN,NaN
20307481.575,NaN,NaN,22792268.903,NaN,NaN,19887128.449,20129627.712,NaN,NaN,NaN,NaN,NaN,NaN,NaN,23335969.311,NaN,NaN,NaN,NaN,19489983.01,NaN,NaN,NaN,NaN,NaN,22340932.305,NaN,NaN,NaN,NaN,NaN
20307065.562,NaN,NaN,22792974.21,NaN,NaN,19886888.483,20130160.489,NaN,NaN,NaN,NaN,NaN,NaN,NaN,23336457.145,NaN,NaN,NaN,NaN,19490024.258,NaN,NaN,NaN,NaN,NaN,22341665.214,NaN,NaN,22875635.917,NaN,NaN
20306674.712,NaN,NaN,22793680.433,NaN,NaN,19886655.435,20130696.739,NaN,NaN,NaN,NaN,NaN,NaN,NaN,23336942.675,NaN,NaN,NaN,NaN,19490066.958,NaN,NaN,NaN,NaN,NaN,22342399.611,NaN,NaN,22875154.658,NaN,NaN
20306278.221,NaN,NaN,22794387.743,NaN,NaN,19886417.828,20131229.114,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19490106.243,NaN,NaN,NaN,NaN,NaN,22343131.656,NaN,NaN,22874684.649,NaN,NaN
20305874.122,NaN,NaN,22795094.442,NaN,NaN,19886182.547,20131765.569,NaN,NaN,NaN,NaN,NaN,NaN,NaN,23337919.294,NaN,NaN,NaN,NaN,19490147.05,NaN,NaN,NaN,NaN,NaN,22343867.501,NaN,NaN,22874204.136,NaN,NaN
20305471.633,NaN,NaN,22795805.233,NaN,NaN,19885948.78,20132301.976,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19490186.558,NaN,NaN,NaN,NaN,NaN,22344605.671,NaN,NaN,22873731.449,NaN,NaN
20305068.175,NaN,NaN,NaN,NaN,NaN,19885715.68,20132840.105,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19490225.271,NaN,NaN,NaN,NaN,NaN,22345347.28,NaN,NaN,22873260.589,NaN,NaN
20304657.558,NaN,NaN,NaN,NaN,NaN,19885484.351,20133377.603,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19490263.086,NaN,NaN,NaN,NaN,NaN,22346084.084,NaN,NaN,22872786.371,NaN,NaN
20304252.08,NaN,NaN,NaN,NaN,NaN,19885252.817,20133917.216,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19490299.849,NaN,NaN,NaN,NaN,NaN,22346825.662,NaN,NaN,22872317.095,NaN,NaN
20303843.261,NaN,NaN,NaN,NaN,NaN,19885021.257,20134459.507,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19490338.148,NaN,NaN,NaN,NaN,NaN,22347569.373,NaN,NaN,22871848.998,NaN,NaN
20303436.597,NaN,NaN,NaN,NaN,NaN,19884790.587,20135006.327,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19490374.697,NaN,NaN,NaN,NaN,NaN,22348308.228,NaN,NaN,22871387.605,NaN,NaN
20303027.695,NaN,NaN,NaN,NaN,NaN,19884560.379,20135543.035,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19490409.759,NaN,NaN,NaN,NaN,NaN,22349047.393,NaN,NaN,22870926.108,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,19884331.419,20136085.392,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22349787.165,NaN,NaN,22870467.063,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,19884102.555,20136618.758,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22870006.342,NaN,NaN
20301798.087,NaN,NaN,NaN,NaN,NaN,19883875.127,20137165.814,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19490525.288,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22869546.123,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,19883646.9,20137702.578,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19490557.305,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22869084.307,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,19883417.063,20138245.72,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19490591.311,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22868625.38,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,19883189.015,20138785.752,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19490625.671,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22868162.046,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,19882962.733,20139323.769,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19490670.622,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22867700.671,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,19882733.538,20139862.937,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22867238.833,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,19882505.695,20140402.288,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22866777.201,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,19882277.263,20140939.929,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22866314.452,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,19882048.477,20141481.174,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20298122.338,NaN,NaN,NaN,NaN,NaN,19881818.348,20142018.889,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19490856.035,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20297722.144,NaN,NaN,NaN,NaN,NaN,19881587.765,20142558.756,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19490894.094,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20297312.936,NaN,NaN,NaN,NaN,NaN,19881358.133,20143099.52,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19490929.16,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20296911.162,NaN,NaN,NaN,NaN,NaN,19881129.418,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19490970.893,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20296506.204,NaN,NaN,NaN,NaN,NaN,19880899.66,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19491013.519,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20296100.067,NaN,NaN,NaN,NaN,NaN,19880670.839,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,23349511.958,NaN,NaN,NaN,NaN,19491054.252,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20295698.215,NaN,NaN,NaN,NaN,NaN,19880441.574,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19491093.908,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20295293.178,NaN,NaN,NaN,NaN,NaN,19880216.37,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19491134.637,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20294881.231,NaN,NaN,NaN,NaN,NaN,19879984.047,20146335.825,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19491172.089,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,19879754.275,20146880.664,NaN,NaN,NaN,NaN,NaN,NaN,NaN,23351446.891,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,19879527.47,20147426.42,NaN,NaN,NaN,NaN,NaN,NaN,NaN,23351931.287,NaN,NaN,NaN,NaN,19491268.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,19879297.027,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22366078.034,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,19879066.955,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19491346.735,NaN,NaN,NaN,NaN,NaN,22366819.746,NaN,NaN,NaN,NaN,NaN
20292839.472,NaN,NaN,NaN,NaN,NaN,19878841.284,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19491379.581,NaN,NaN,NaN,NaN,NaN,22367571.79,NaN,NaN,NaN,NaN,NaN
20292428.642,NaN,NaN,NaN,NaN,NaN,19878613.288,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19491423.521,NaN,NaN,NaN,NaN,NaN,22368319.558,NaN,NaN,NaN,NaN,NaN
20292024.189,NaN,NaN,NaN,NaN,NaN,19878385.397,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19491467.967,NaN,NaN,NaN,NaN,NaN,22369063.103,NaN,NaN,NaN,NaN,NaN
20291614.72,NaN,NaN,NaN,NaN,NaN,19878156.895,20150683.516,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19491510.558,NaN,NaN,NaN,NaN,NaN,22369810.024,NaN,NaN,NaN,NaN,NaN
20291217.915,NaN,NaN,NaN,NaN,NaN,NaN,20151230.192,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,23822161.515,NaN,NaN,NaN,NaN,22370557.478,NaN,NaN,NaN,NaN,NaN
20290812.328,NaN,NaN,NaN,NaN,NaN,19877698.792,20151773.391,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19491593.215,23821995.441,NaN,NaN,NaN,NaN,22371298.336,NaN,NaN,22856993.719,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,19877463.21,20152314.57,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19491642.46,23821845.971,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22856519.034,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,19877237.417,20152854.035,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19491689.083,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,19876998.681,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19491734.501,23821532.74,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22855582.786,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,19876767.413,20153939.377,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19491776.862,23821377.625,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22855117.524,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,19876535.02,20154481.961,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19491821.355,23821223.648,NaN,NaN,NaN,NaN,22375011.995,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,19876305.715,20155022.438,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19491867.258,23821064.214,NaN,NaN,NaN,NaN,22375757.438,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,19876077.231,20155560.935,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19491911.878,23820905.531,NaN,NaN,NaN,NaN,22376498.257,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,19875846.901,20156101.028,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19491958.034,23820749.09,NaN,NaN,NaN,NaN,22377242.037,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,19875609.67,20156640.235,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19492004.849,23820589.87,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,19875378.441,20157182.758,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19492049.997,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,19875153.072,20157726.328,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19492095.533,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,19874924.517,20158268.371,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19492141.026,23820110.486,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,19874690.746,20158812.49,NaN,NaN,NaN,NaN,NaN,NaN,NaN,23362249.985,NaN,NaN,NaN,NaN,19492187.051,23819947.13,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22850883.124,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,19874465.472,20159358.721,NaN,NaN,NaN,NaN,NaN,NaN,NaN,23362749.24,NaN,NaN,NaN,NaN,19492239.654,23819788.316,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22850411.754,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,19874233.96,20159902.933,22100659.358,NaN,NaN,NaN,NaN,NaN,NaN,23363229.295,NaN,NaN,NaN,NaN,19492284.519,23819623.773,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,19873999.18,20160447.105,22101208.739,NaN,NaN,NaN,NaN,NaN,NaN,23363728.869,NaN,NaN,NaN,NaN,19492332.878,NaN,NaN,NaN,NaN,NaN,22383219.352,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,19873765.792,20160995.046,22101761.213,NaN,NaN,NaN,NaN,NaN,NaN,23364232.77,NaN,NaN,NaN,NaN,19492376.124,NaN,NaN,NaN,NaN,NaN,22383967.159,NaN,NaN,NaN,NaN,NaN
20283607.046,NaN,NaN,NaN,NaN,NaN,19873537.212,NaN,22102316.409,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19492429.67,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,19873307.929,NaN,22102867.404,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,19873090.735,NaN,22103417.155,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,19872865.754,NaN,22103972.151,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,19872643.778,NaN,22104524.865,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20281548.693,NaN,NaN,NaN,NaN,NaN,19872418.692,20164269.331,22105076.981,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20281148.062,NaN,NaN,NaN,NaN,NaN,19872190.016,20164811.086,22105630.449,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,19871958.521,20165349.311,22106188.551,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,21070897.854,21365064.72,23305914.417,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20691983.721,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,21365608.452,23306472.719,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20692035.347,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,21366154.43,23307032.034,NaN,NaN,NaN,NaN,NaN,NaN,24568819.254,NaN,NaN,NaN,NaN,20692078.576,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,21366701.525,23307591.605,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20692125.718,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,21367244.117,23308150.937,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20692172.467,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,23308710.574,NaN,NaN,NaN,NaN,NaN,NaN,24570325.784,NaN,NaN,NaN,NaN,20692223.901,NaN,NaN,NaN,NaN,NaN,23593566.363,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,23309270.103,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20692272.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,23309829.779,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20692321.431,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,23310389.499,NaN,NaN,NaN,NaN,NaN,NaN,24571780.709,NaN,NaN,NaN,NaN,20692370.762,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,21369942.047,23310949.446,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20692419.846,NaN,NaN,NaN,NaN,NaN,23596542.955,NaN,NaN,NaN,NaN,NaN
